"national_number","gen","english_name","japanese_name","primary_type","secondary_type","classification","percent_male","percent_female","height_m","weight_kg","capture_rate","hp","attack","defense","sp_attack","sp_defense","speed","abilities_1","abilities_2","hidden_ability","description","tier"
430,4,"Honchkrow","ドンカラス (Dongkarasu)","Dark","Flying","Big Boss Pokémon","50%","50%",0.9,27.3,30,100,125,52,105,52,71,"Insomnia","Super Luck","Moxie",NA,"ZU"
431,4,"Glameow","ニャルマー (Nyarmar)","Normal",NA,"Catty Pokémon","25%","75%",0.5,3.9,190,49,55,42,42,37,85,"Limber","Own Tempo","Keen Eye",NA,"National Dex"
432,4,"Purugly","ブニャット (Bunyatto)","Normal",NA,"Tiger Cat Pokémon","25%","75%",1,43.8,75,71,82,64,64,59,112,"Thick Fat","Own Tempo","Defiant",NA,"National Dex"
433,4,"Chingling","リーシャン (Lisyan)","Psychic",NA,"Bell Pokémon","50%","50%",0.2,0.6,120,45,30,50,65,50,45,"Levitate",NA,NA,NA,"LC"
434,4,"Stunky","スカンプー (Skunpuu)","Poison","Dark","Skunk Pokémon","50%","50%",0.4,19.2,225,63,63,47,41,41,74,"Stench","Aftermath","Keen Eye",NA,"LC"
435,4,"Skuntank","スカタンク (Skutank)","Poison","Dark","Skunk Pokémon","50%","50%",1,38,60,103,93,67,71,61,84,"Stench","Aftermath","Keen Eye",NA,"PU"
436,4,"Bronzor","ドーミラー (Dohmirror)","Steel","Psychic","Bronze Pokémon","","",0.5,60.5,255,57,24,86,24,86,23,"Levitate","Heatproof","Heavy Metal",NA,"LC"
437,4,"Bronzong","ドータクン (Dohtakun)","Steel","Psychic","Bronze Bell Pokémon","","",1.3,187,90,67,89,116,79,116,33,"Levitate","Heatproof","Heavy Metal",NA,"NU"
438,4,"Bonsly","ウソハチ (Usohachi)","Rock",NA,"Bonsai Pokémon","50%","50%",0.5,15,255,50,80,95,10,45,10,"Sturdy","Rock Head","Rattled",NA,"LC"
439,4,"Mime Jr.","マネネ (Manene)","Psychic","Fairy","Mime Pokémon","50%","50%",0.6,13,145,20,25,45,70,90,60,"Soundproof","Filter","Technician",NA,"National Dex"
440,4,"Happiny","ピンプク (Pinpuku)","Normal",NA,"Playhouse Pokémon","0%","100%",0.6,24.4,130,100,5,5,15,65,30,"Natural Cure","Serene Grace","Friend Guard",NA,"LC"
441,4,"Chatot","ペラップ (Perap)","Normal","Flying","Music Note Pokémon","50%","50%",0.5,1.9,30,76,65,45,92,42,91,"Keen Eye","Tangled Feet","Big Pecks",NA,"National Dex"
442,4,"Spiritomb","ミカルゲ (Mikaruge)","Ghost","Dark","Forbidden Pokémon","50%","50%",1,108,100,50,92,108,92,108,35,"Pressure",NA,"Infiltrator",NA,"ZU"
443,4,"Gible","フカマル (Fukamaru)","Dragon","Ground","Land Shark Pokémon","50%","50%",0.7,20.5,45,58,70,45,40,45,42,"Sand Veil",NA,"Rough Skin",NA,"LC"
444,4,"Gabite","ガバイト (Gabite)","Dragon","Ground","Cave Pokémon","50%","50%",1.4,56,45,68,90,65,50,55,82,"Sand Veil",NA,"Rough Skin",NA,"NFE"
445,4,"Garchomp","ガブリアス (Gaburias)","Dragon","Ground","Mach Pokémon","50%","50%",1.9,95,45,108,130,95,80,85,102,"Sand Veil",NA,"Rough Skin",NA,"UUBL"
446,4,"Munchlax","ゴンベ (Gonbe)","Normal",NA,"Big Eater Pokémon","87.5%","12.5%",0.6,105,50,135,85,40,40,85,5,"Pickup","Thick Fat","Gluttony",NA,"LC"
447,4,"Riolu","リオル (Riolu)","Fighting",NA,"Emanation Pokémon","87.5%","12.5%",0.7,20.2,75,40,70,40,35,40,60,"Steadfast","Inner Focus","Prankster",NA,"LC"
448,4,"Lucario","ルカリオ (Lucario)","Fighting","Steel","Aura Pokémon","87.5%","12.5%",1.2,54,45,70,110,70,115,70,90,"Steadfast","Inner Focus","Justified",NA,"NUBL"
449,4,"Hippopotas","ヒポポタス (Hippopotas)","Ground",NA,"Hippo Pokémon","50%","50%",0.8,49.5,140,68,72,78,38,42,32,"Sand Stream",NA,"Sand Force",NA,"LC"
450,4,"Hippowdon","カバルドン (Kabaldon)","Ground",NA,"Heavyweight Pokémon","50%","50%",2,300,60,108,112,118,68,72,47,"Sand Stream",NA,"Sand Force",NA,"RU"
451,4,"Skorupi","スコルピ (Scorupi)","Poison","Bug","Scorpion Pokémon","50%","50%",0.8,12,120,40,50,90,30,55,65,"Battle Armor","Sniper","Keen Eye",NA,"National Dex"
452,4,"Drapion","ドラピオン (Dorapion)","Poison","Dark","Ogre Scorp Pokémon","50%","50%",1.3,61.5,45,70,90,110,60,75,95,"Battle Armor","Sniper","Keen Eye",NA,"National Dex"
453,4,"Croagunk","グレッグル (Gureggru)","Poison","Fighting","Toxic Mouth Pokémon","50%","50%",0.7,23,140,48,61,40,61,40,50,"Anticipation","Dry Skin","Poison Touch",NA,"LC"
454,4,"Toxicroak","ドクロッグ (Dokurog)","Poison","Fighting","Toxic Mouth Pokémon","50%","50%",1.3,44.4,75,83,106,65,86,65,85,"Anticipation","Dry Skin","Poison Touch",NA,"NU"
455,4,"Carnivine","マスキッパ (Muskippa)","Grass",NA,"Bug Catcher Pokémon","50%","50%",1.4,27,200,74,100,72,90,72,46,"Levitate",NA,NA,NA,"National Dex"
456,4,"Finneon","ケイコウオ (Keikouo)","Water",NA,"Wing Fish Pokémon","50%","50%",0.4,7,190,49,49,56,49,61,66,"Swift Swim","Storm Drain","Water Veil",NA,"LC"
457,4,"Lumineon","ネオラント (Neolant)","Water",NA,"Neon Pokémon","50%","50%",1.2,24,75,69,69,76,69,86,91,"Swift Swim","Storm Drain","Water Veil",NA,"ZU"
458,4,"Mantyke","タマンタ (Tamanta)","Water","Flying","Kite Pokémon","50%","50%",1,65,25,45,20,50,60,120,50,"Swift Swim","Water Absorb","Water Veil",NA,"National Dex"
459,4,"Snover","ユキカブリ (Yukikaburi)","Grass","Ice","Frost Tree Pokémon","50%","50%",1,50.5,120,60,62,50,62,60,40,"Snow Warning",NA,"Soundproof",NA,"LC"
460,4,"Abomasnow","ユキノオー (Yukinooh)","Grass","Ice","Frost Tree Pokémon","50%","50%",2.2,135.5,60,90,92,75,92,85,60,"Snow Warning",NA,"Soundproof",NA,"ZU"
461,4,"Weavile","マニューラ (Manyula)","Dark","Ice","Sharp Claw Pokémon","50%","50%",1.1,34,45,70,120,65,45,85,125,"Pressure",NA,"Pickpocket",NA,"UU"
462,4,"Magnezone","ジバコイル (Jibacoil)","Electric","Steel","Magnet Area Pokémon","","",1.2,180,30,70,70,115,130,90,60,"Magnet Pull","Sturdy","Analytic",NA,"RU"
463,4,"Lickilicky","ベロベルト (Berobelt)","Normal",NA,"Licking Pokémon","50%","50%",1.7,140,30,110,85,95,80,95,50,"Own Tempo","Oblivious","Cloud Nine",NA,"National Dex"
464,4,"Rhyperior","ドサイドン (Dosidon)","Ground","Rock","Drill Pokémon","50%","50%",2.4,282.8,30,115,140,130,55,55,40,"Lightning Rod","Solid Rock","Reckless",NA,"NU"
465,4,"Tangrowth","モジャンボ (Mojumbo)","Grass",NA,"Vine Pokémon","50%","50%",2,128.6,30,100,100,125,110,50,50,"Chlorophyll","Leaf Guard","Regenerator",NA,"National Dex"
466,4,"Electivire","エレキブル (Elekible)","Electric",NA,"Thunderbolt Pokémon","75%","25%",1.8,138.6,30,75,123,67,95,85,95,"Motor Drive",NA,"Vital Spirit",NA,"ZU"
467,4,"Magmortar","ブーバーン (Booburn)","Fire",NA,"Blast Pokémon","75%","25%",1.6,68,30,75,95,67,125,95,83,"Flame Body",NA,"Vital Spirit",NA,"ZU"
468,4,"Togekiss","トゲキッス (Togekiss)","Fairy","Flying","Jubilee Pokémon","87.5%","12.5%",1.5,38,30,85,50,95,120,115,80,"Hustle","Serene Grace","Super Luck",NA,"National Dex"
469,4,"Yanmega","メガヤンマ (Megayanma)","Bug","Flying","Ogre Darner Pokémon","50%","50%",1.9,51.5,30,86,76,86,116,56,95,"Speed Boost","Tinted Lens","Frisk",NA,"RUBL"
470,4,"Leafeon","リーフィア (Leafia)","Grass",NA,"Verdant Pokémon","87.5%","12.5%",1,25.5,45,65,110,130,60,65,95,"Leaf Guard",NA,"Chlorophyll",NA,"ZU"
471,4,"Glaceon","グレイシア (Glacia)","Ice",NA,"Fresh Snow Pokémon","87.5%","12.5%",0.8,25.9,45,65,60,110,130,95,65,"Snow Cloak",NA,"Ice Body",NA,"ZU"
472,4,"Gliscor","グライオン (Glion)","Ground","Flying","Fang Scorp Pokémon","50%","50%",2,42.5,30,75,95,125,45,75,95,"Hyper Cutter","Sand Veil","Poison Heal",NA,"OU"
473,4,"Mamoswine","マンムー (Mammoo)","Ice","Ground","Twin Tusk Pokémon","50%","50%",2.5,291,50,110,130,80,70,60,80,"Oblivious","Snow Cloak","Thick Fat",NA,"RUBL"
474,4,"Porygon-Z","ポリゴンＺ (Porygon-Z)","Normal",NA,"Virtual Pokémon","","",0.9,34,30,85,80,70,135,75,90,"Adaptability","Download","Analytic",NA,"NUBL"
475,4,"Gallade","エルレイド (Erureido)","Psychic","Fighting","Blade Pokémon","100%","0%",1.6,52,45,68,125,65,65,115,80,"Steadfast","Sharpness","Justified",NA,"RU"
476,4,"Probopass","ダイノーズ (Dainose)","Rock","Steel","Compass Pokémon","50%","50%",1.4,340,60,60,55,145,75,150,40,"Sturdy","Magnet Pull","Sand Force",NA,"ZU"
477,4,"Dusknoir","ヨノワール (Yonoir)","Ghost",NA,"Gripper Pokémon","50%","50%",2.2,106.6,45,45,100,135,65,135,45,"Pressure",NA,"Frisk",NA,"ZU"
478,4,"Froslass","ユキメノコ (Yukimenoko)","Ice","Ghost","Snow Land Pokémon","0%","100%",1.3,26.6,75,70,80,70,80,70,110,"Snow Cloak",NA,"Cursed Body",NA,"ZU"
479,4,"Rotom","ロトム (Rotom)","Electric","Ghost","Plasma Pokémon","","",0.3,0.3,45,50,50,77,95,77,91,"Levitate",NA,NA,NA,"ZU"
480,4,"Uxie","ユクシー (Yuxie)","Psychic",NA,"Knowledge Pokémon","","",0.3,0.3,3,75,75,130,75,130,95,"Levitate",NA,NA,NA,"PU"
481,4,"Mesprit","エムリット (Emrit)","Psychic",NA,"Emotion Pokémon","","",0.3,0.3,3,80,105,105,105,105,80,"Levitate",NA,NA,NA,"ZU"
482,4,"Azelf","アグノム (Agnome)","Psychic",NA,"Willpower Pokémon","","",0.3,0.3,3,75,125,70,125,70,115,"Levitate",NA,NA,NA,"NUBL"
483,4,"Dialga","ディアルガ (Dialga)","Steel","Dragon","Temporal Pokémon","","",5.4,683,3,100,120,120,150,100,90,"Pressure",NA,"Telepathy",NA,"Uber"
484,4,"Palkia","パルキア (Palkia)","Water","Dragon","Spatial Pokémon","","",4.2,336,3,90,120,100,150,120,100,"Pressure",NA,"Telepathy",NA,"Uber"
485,4,"Heatran","ヒードラン (Heatran)","Fire","Steel","Lava Dome Pokémon","50%","50%",1.7,430,3,91,90,106,130,106,77,"Flash Fire",NA,"Flame Body",NA,"OU"
486,4,"Regigigas","レジギガス (Regigigas)","Normal",NA,"Colossal Pokémon","","",3.7,420,3,110,160,110,80,110,100,"Slow Start",NA,NA,NA,"ZU"
487,4,"Giratina","ギラティナ (Giratina)","Ghost","Dragon","Renegade Pokémon","","",4.5,750,3,150,100,120,100,120,90,"Pressure",NA,"Telepathy",NA,"Uber"
488,4,"Cresselia","クレセリア (Cresselia)","Psychic",NA,"Lunar Pokémon","0%","100%",1.5,85.6,3,120,70,110,75,120,85,"Levitate",NA,NA,NA,"NUBL"
489,4,"Phione","フィオネ (Phione)","Water",NA,"Sea Drifter Pokémon","","",0.4,3.1,30,80,80,80,80,80,80,"Hydration",NA,NA,NA,"ZU"
490,4,"Manaphy","マナフィ (Manaphy)","Water",NA,"Seafaring Pokémon","","",0.3,1.4,3,100,100,100,100,100,100,"Hydration",NA,NA,NA,"UU"
491,4,"Darkrai","ダークライ (Darkrai)","Dark",NA,"Pitch-Black Pokémon","","",1.5,50.5,3,70,90,90,135,90,125,"Bad Dreams",NA,NA,NA,"OU"
492,4,"Shaymin","シェイミ (Shaymin)","Grass",NA,"Gratitude Pokémon","","",0.2,2.1,45,100,100,100,100,100,100,"Natural Cure",NA,NA,NA,"ZU"
493,4,"Arceus","アルセウス (Arceus)","Normal",NA,"Alpha Pokémon","","",3.2,320,3,120,120,120,120,120,120,"Multitype",NA,NA,NA,"Uber"
494,5,"Victini","ビクティニ (Victini)","Psychic","Fire","Victory Pokémon","","",0.4,4,3,100,100,100,100,100,100,"Victory Star",NA,NA,NA,"National Dex"
495,5,"Snivy","ツタージャ (Tsutarja)","Grass",NA,"Grass Snake Pokémon","87.5%","12.5%",0.6,8.1,45,45,45,55,45,55,63,"Overgrow",NA,"Contrary",NA,"NFE"
496,5,"Servine","ジャノビー (Janovy)","Grass",NA,"Grass Snake Pokémon","87.5%","12.5%",0.8,16,45,60,60,75,60,75,83,"Overgrow",NA,"Contrary",NA,"NFE"
497,5,"Serperior","ジャローダ (Jalorda)","Grass",NA,"Regal Pokémon","87.5%","12.5%",3.3,63,45,75,75,95,75,95,113,"Overgrow",NA,"Contrary",NA,"RUBL"
498,5,"Tepig","ポカブ (Pokabu)","Fire",NA,"Fire Pig Pokémon","87.5%","12.5%",0.5,9.9,45,65,63,45,45,45,45,"Blaze",NA,"Thick Fat",NA,"LC"
499,5,"Pignite","チャオブー (Chaoboo)","Fire","Fighting","Fire Pig Pokémon","87.5%","12.5%",1,55.5,45,90,93,55,70,55,55,"Blaze",NA,"Thick Fat",NA,"NFE"
500,5,"Emboar","エンブオー (Enbuoh)","Fire","Fighting","Mega Fire Pig Pokémon","87.5%","12.5%",1.6,150,45,110,123,65,100,65,65,"Blaze",NA,"Reckless",NA,"ZUBL"
501,5,"Oshawott","ミジュマル (Mijumaru)","Water",NA,"Sea Otter Pokémon","87.5%","12.5%",0.5,5.9,45,55,55,45,63,45,45,"Torrent",NA,"Shell Armor",NA,"LC"
502,5,"Dewott","フタチマル (Futachimaru)","Water",NA,"Discipline Pokémon","87.5%","12.5%",0.8,24.5,45,75,75,60,83,60,60,"Torrent",NA,"Shell Armor",NA,"NFE"
503,5,"Samurott","ダイケンキ (Daikenki)","Water",NA,"Formidable Pokémon","87.5%","12.5%",1.5,94.6,45,95,100,85,108,70,70,"Torrent",NA,"Shell Armor",NA,"ZU"
504,5,"Patrat","ミネズミ (Minezumi)","Normal",NA,"Scout Pokémon","50%","50%",0.5,11.6,255,45,55,39,35,39,42,"Run Away","Keen Eye","Analytic",NA,"National Dex"
505,5,"Watchog","ミルホッグ (Miruhog)","Normal",NA,"Lookout Pokémon","50%","50%",1.1,27,255,60,85,69,60,69,77,"Illuminate","Keen Eye","Analytic",NA,"National Dex"
506,5,"Lillipup","ヨーテリー (Yorterrie)","Normal",NA,"Puppy Pokémon","50%","50%",0.4,4.1,255,45,60,45,25,45,55,"Vital Spirit","Pickup","Run Away",NA,"National Dex"
507,5,"Herdier","ハーデリア (Herderrie)","Normal",NA,"Loyal Dog Pokémon","50%","50%",0.9,14.7,120,65,80,65,35,65,60,"Intimidate","Sand Rush","Scrappy",NA,"National Dex"
508,5,"Stoutland","ムーランド (Mooland)","Normal",NA,"Big-Hearted Pokémon","50%","50%",1.2,61,45,85,110,90,45,90,80,"Intimidate","Sand Rush","Scrappy",NA,"National Dex"
509,5,"Purrloin","チョロネコ (Choroneko)","Dark",NA,"Devious Pokémon","50%","50%",0.4,10.1,255,41,50,37,50,37,66,"Limber","Unburden","Prankster",NA,"National Dex"
510,5,"Liepard","レパルダス (Lepardas)","Dark",NA,"Cruel Pokémon","50%","50%",1.1,37.5,90,64,88,50,88,50,106,"Limber","Unburden","Prankster",NA,"National Dex"
511,5,"Pansage","ヤナップ (Yanappu)","Grass",NA,"Grass Monkey Pokémon","87.5%","12.5%",0.6,10.5,190,50,53,48,53,48,64,"Gluttony",NA,"Overgrow",NA,"National Dex"
512,5,"Simisage","ヤナッキー (Yanakkie)","Grass",NA,"Thorn Monkey Pokémon","87.5%","12.5%",1.1,30.5,75,75,98,63,98,63,101,"Gluttony",NA,"Overgrow",NA,"National Dex"
513,5,"Pansear","バオップ (Baoppu)","Fire",NA,"High Temp Pokémon","87.5%","12.5%",0.6,11,190,50,53,48,53,48,64,"Gluttony",NA,"Blaze",NA,"National Dex"
514,5,"Simisear","バオッキー (Baokkie)","Fire",NA,"Ember Pokémon","87.5%","12.5%",1,28,75,75,98,63,98,63,101,"Gluttony",NA,"Blaze",NA,"National Dex"
515,5,"Panpour","ヒヤップ (Hiyappu)","Water",NA,"Spray Pokémon","87.5%","12.5%",0.6,13.5,190,50,53,48,53,48,64,"Gluttony",NA,"Torrent",NA,"National Dex"
516,5,"Simipour","ヒヤッキー (Hiyakkie)","Water",NA,"Geyser Pokémon","87.5%","12.5%",1,29,75,75,98,63,98,63,101,"Gluttony",NA,"Torrent",NA,"National Dex"
517,5,"Munna","ムンナ (Munna)","Psychic",NA,"Dream Eater Pokémon","50%","50%",0.6,23.3,190,76,25,45,67,55,24,"Forewarn","Synchronize","Telepathy",NA,"National Dex"
518,5,"Musharna","ムシャーナ (Musharna)","Psychic",NA,"Drowsing Pokémon","50%","50%",1.1,60.5,75,116,55,85,107,95,29,"Forewarn","Synchronize","Telepathy",NA,"National Dex"
519,5,"Pidove","マメパト (Mamepato)","Normal","Flying","Tiny Pigeon Pokémon","50%","50%",0.3,2.1,255,50,55,50,36,30,43,"Big Pecks","Super Luck","Rivalry",NA,"National Dex"
520,5,"Tranquill","ハトーボー (Hatoboh)","Normal","Flying","Wild Pigeon Pokémon","50%","50%",0.6,15,120,62,77,62,50,42,65,"Big Pecks","Super Luck","Rivalry",NA,"National Dex"
521,5,"Unfezant","ケンホロウ (Kenhallow)","Normal","Flying","Proud Pokémon","50%","50%",1.2,29,45,80,115,80,65,55,93,"Big Pecks","Super Luck","Rivalry",NA,"National Dex"
522,5,"Blitzle","シママ (Shimama)","Electric",NA,"Electrified Pokémon","50%","50%",0.8,29.8,190,45,60,32,50,32,76,"Lightning Rod","Motor Drive","Sap Sipper",NA,"LC"
523,5,"Zebstrika","ゼブライカ (Zebraika)","Electric",NA,"Thunderbolt Pokémon","50%","50%",1.6,79.5,75,75,100,63,80,63,116,"Lightning Rod","Motor Drive","Sap Sipper",NA,"ZU"
524,5,"Roggenrola","ダンゴロ (Dangoro)","Rock",NA,"Mantle Pokémon","50%","50%",0.4,18,255,55,75,85,25,25,15,"Sturdy","Weak Armor","Sand Force",NA,"National Dex"
525,5,"Boldore","ガントル (Gantle)","Rock",NA,"Ore Pokémon","50%","50%",0.9,102,120,70,105,105,50,40,20,"Sturdy","Weak Armor","Sand Force",NA,"National Dex"
526,5,"Gigalith","ギガイアス (Gigaiath)","Rock",NA,"Compressed Pokémon","50%","50%",1.7,260,45,85,135,130,60,80,25,"Sturdy","Sand Stream","Sand Force",NA,"National Dex"
527,5,"Woobat","コロモリ (Koromori)","Psychic","Flying","Bat Pokémon","50%","50%",0.4,2.1,190,65,45,43,55,43,72,"Unaware","Klutz","Simple",NA,"National Dex"
528,5,"Swoobat","ココロモリ (Kokoromori)","Psychic","Flying","Courting Pokémon","50%","50%",0.9,10.5,45,67,57,55,77,55,114,"Unaware","Klutz","Simple",NA,"National Dex"
529,5,"Drilbur","モグリュー (Mogurew)","Ground",NA,"Mole Pokémon","50%","50%",0.3,8.5,120,60,85,40,30,45,68,"Sand Rush","Sand Force","Mold Breaker",NA,"LC"
530,5,"Excadrill","ドリュウズ (Doryuzu)","Ground","Steel","Subterrene Pokémon","50%","50%",0.7,40.4,60,110,135,60,50,65,88,"Sand Rush","Sand Force","Mold Breaker",NA,"UU"
531,5,"Audino","タブンネ (Tabunne)","Normal",NA,"Hearing Pokémon","50%","50%",1.1,31,255,103,60,86,60,86,50,"Healer","Regenerator","Klutz",NA,"National Dex"
532,5,"Timburr","ドッコラー (Dokkorer)","Fighting",NA,"Muscular Pokémon","75%","25%",0.6,12.5,180,75,80,55,25,35,35,"Guts","Sheer Force","Iron Fist",NA,"LC"
533,5,"Gurdurr","ドテッコツ (Dotekkotsu)","Fighting",NA,"Muscular Pokémon","75%","25%",1.2,40,90,85,105,85,40,50,40,"Guts","Sheer Force","Iron Fist",NA,"NFE"
534,5,"Conkeldurr","ローブシン (Roubushin)","Fighting",NA,"Muscular Pokémon","75%","25%",1.4,87,45,105,140,95,55,65,45,"Guts","Sheer Force","Iron Fist",NA,"UU"
535,5,"Tympole","オタマロ (Otamaro)","Water",NA,"Tadpole Pokémon","50%","50%",0.5,4.5,255,50,50,40,50,40,64,"Swift Swim","Hydration","Water Absorb",NA,"National Dex"
536,5,"Palpitoad","ガマガル (Gamagaru)","Water","Ground","Vibration Pokémon","50%","50%",0.8,17,120,75,65,55,65,55,69,"Swift Swim","Hydration","Water Absorb",NA,"National Dex"
537,5,"Seismitoad","ガマゲロゲ (Gamageroge)","Water","Ground","Vibration Pokémon","50%","50%",1.5,62,45,105,95,75,85,75,74,"Swift Swim","Poison Touch","Water Absorb",NA,"National Dex"
538,5,"Throh","ナゲキ (Nageki)","Fighting",NA,"Judo Pokémon","100%","0%",1.3,55.5,45,120,100,85,30,85,45,"Guts","Inner Focus","Mold Breaker",NA,"National Dex"
539,5,"Sawk","ダゲキ (Dageki)","Fighting",NA,"Karate Pokémon","100%","0%",1.4,51,45,75,125,75,30,75,85,"Sturdy","Inner Focus","Mold Breaker",NA,"National Dex"
540,5,"Sewaddle","クルミル (Kurumiru)","Bug","Grass","Sewing Pokémon","50%","50%",0.3,2.5,255,45,53,70,40,60,42,"Swarm","Chlorophyll","Overcoat",NA,"LC"
541,5,"Swadloon","クルマユ (Kurumayu)","Bug","Grass","Leaf-Wrapped Pokémon","50%","50%",0.5,7.3,120,55,63,90,50,80,42,"Leaf Guard","Chlorophyll","Overcoat",NA,"NFE"
542,5,"Leavanny","ハハコモリ (Hahakomori)","Bug","Grass","Nurturing Pokémon","50%","50%",1.2,20.5,45,75,103,80,70,80,92,"Swarm","Chlorophyll","Overcoat",NA,"ZU"
543,5,"Venipede","フシデ (Fushide)","Bug","Poison","Centipede Pokémon","50%","50%",0.4,5.3,255,30,45,59,30,39,57,"Poison Point","Swarm","Speed Boost",NA,"National Dex"
544,5,"Whirlipede","ホイーガ (Wheega)","Bug","Poison","Curlipede Pokémon","50%","50%",1.2,58.5,120,40,55,99,40,79,47,"Poison Point","Swarm","Speed Boost",NA,"National Dex"
545,5,"Scolipede","ペンドラー (Pendror)","Bug","Poison","Megapede Pokémon","50%","50%",2.5,200.5,45,60,100,89,55,69,112,"Poison Point","Swarm","Speed Boost",NA,"National Dex"
546,5,"Cottonee","モンメン (Monmen)","Grass","Fairy","Cotton Puff Pokémon","50%","50%",0.3,0.6,190,40,27,60,37,50,66,"Prankster","Infiltrator","Chlorophyll",NA,"LC"
547,5,"Whimsicott","エルフーン (Elfuun)","Grass","Fairy","Windveiled Pokémon","50%","50%",0.7,6.6,75,60,67,85,77,75,116,"Prankster","Infiltrator","Chlorophyll",NA,"ZU"
548,5,"Petilil","チュリネ (Churine)","Grass",NA,"Bulb Pokémon","0%","100%",0.5,6.6,190,45,35,50,70,50,30,"Chlorophyll","Own Tempo","Leaf Guard",NA,"LC"
549,5,"Lilligant","ドレディア (Dredear)","Grass",NA,"Flowering Pokémon","0%","100%",1.1,16.3,75,70,60,75,110,75,90,"Chlorophyll","Own Tempo","Leaf Guard",NA,"ZU"
550,5,"Basculin","バスラオ (Bassrao)","Water",NA,"Hostile Pokémon","50%","50%",1,18,25,70,92,65,80,55,98,"Reckless","Adaptability","Mold Breaker",NA,"ZU"
551,5,"Sandile","メグロコ (Meguroco)","Ground","Dark","Desert Croc Pokémon","50%","50%",0.7,15.2,180,50,72,35,35,35,65,"Intimidate","Moxie","Anger Point",NA,"LC"
552,5,"Krokorok","ワルビル (Waruvile)","Ground","Dark","Desert Croc Pokémon","50%","50%",1,33.4,90,60,82,45,45,45,74,"Intimidate","Moxie","Anger Point",NA,"NFE"
553,5,"Krookodile","ワルビアル (Waruvial)","Ground","Dark","Intimidation Pokémon","50%","50%",1.5,96.3,45,95,117,80,65,70,92,"Intimidate","Moxie","Anger Point",NA,"RU"
554,5,"Darumaka","ダルマッカ (Darumakka)","Fire",NA,"Zen Charm Pokémon","50%","50%",0.6,37.5,120,70,90,45,15,45,50,"Hustle",NA,"Inner Focus",NA,"National Dex"
555,5,"Darmanitan","ヒヒダルマ (Hihidaruma)","Fire",NA,"Blazing Pokémon","50%","50%",1.3,92.9,60,105,140,55,30,55,95,"Sheer Force",NA,"Zen Mode",NA,"National Dex"
556,5,"Maractus","マラカッチ (Maracacchi)","Grass",NA,"Cactus Pokémon","50%","50%",1,28,255,75,86,67,106,67,60,"Water Absorb","Chlorophyll","Storm Drain",NA,"National Dex"
557,5,"Dwebble","イシズマイ (Ishizumai)","Bug","Rock","Rock Inn Pokémon","50%","50%",0.3,14.5,190,50,65,85,35,35,55,"Sturdy","Shell Armor","Weak Armor",NA,"National Dex"
558,5,"Crustle","イワパレス (Iwapalace)","Bug","Rock","Stone Home Pokémon","50%","50%",1.4,200,75,70,105,125,65,75,45,"Sturdy","Shell Armor","Weak Armor",NA,"National Dex"
559,5,"Scraggy","ズルッグ (Zuruggu)","Dark","Fighting","Shedding Pokémon","50%","50%",0.6,11.8,180,50,75,70,35,70,48,"Shed Skin","Moxie","Intimidate",NA,"NFE"
560,5,"Scrafty","ズルズキン (Zuruzukin)","Dark","Fighting","Hoodlum Pokémon","50%","50%",1.1,30,90,65,90,115,45,115,58,"Shed Skin","Moxie","Intimidate",NA,"NU"
561,5,"Sigilyph","シンボラー (Symboler)","Psychic","Flying","Avianoid Pokémon","50%","50%",1.4,14,45,72,58,80,103,80,97,"Wonder Skin","Magic Guard","Tinted Lens",NA,"National Dex"
562,5,"Yamask","デスマス (Desumasu)","Ghost",NA,"Spirit Pokémon","50%","50%",0.5,1.5,190,38,30,85,55,65,30,"Mummy",NA,NA,NA,"National Dex"
563,5,"Cofagrigus","デスカーン (Desukarn)","Ghost",NA,"Coffin Pokémon","50%","50%",1.7,76.5,90,58,50,145,95,105,30,"Mummy",NA,NA,NA,"National Dex"
564,5,"Tirtouga","プロトーガ (Protoga)","Water","Rock","Prototurtle Pokémon","87.5%","12.5%",0.7,16.5,45,54,78,103,53,45,22,"Solid Rock","Sturdy","Swift Swim",NA,"National Dex"
565,5,"Carracosta","アバゴーラ (Abagoura)","Water","Rock","Prototurtle Pokémon","87.5%","12.5%",1.2,81,45,74,108,133,83,65,32,"Solid Rock","Sturdy","Swift Swim",NA,"National Dex"
566,5,"Archen","アーケン (Archen)","Rock","Flying","First Bird Pokémon","87.5%","12.5%",0.5,9.5,45,55,112,45,74,45,70,"Defeatist",NA,NA,NA,"National Dex"
567,5,"Archeops","アーケオス (Archeos)","Rock","Flying","First Bird Pokémon","87.5%","12.5%",1.4,32,45,75,140,65,112,65,110,"Defeatist",NA,NA,NA,"National Dex"
568,5,"Trubbish","ヤブクロン (Yabukuron)","Poison",NA,"Trash Bag Pokémon","50%","50%",0.6,31,190,50,50,62,40,62,65,"Stench","Sticky Hold","Aftermath",NA,"National Dex"
569,5,"Garbodor","ダストダス (Dustdas)","Poison",NA,"Trash Heap Pokémon","50%","50%",1.9,107.3,60,80,95,82,60,82,75,"Stench","Weak Armor","Aftermath",NA,"National Dex"
570,5,"Zorua","ゾロア (Zorua)","Dark",NA,"Tricky Fox Pokémon","87.5%","12.5%",0.7,12.5,75,40,65,40,80,40,65,"Illusion",NA,NA,NA,"LC"
